1	1
2	1
3	2
4	1
5	2
6	2
7	1
8	1
9	1
10	1
11	2
12	2
13	1
14	1
15	1
16	1
17	1
18	1
19	2
20	2
21	1
22	2
23	1
24	2
25	2
26	2
27	2
28	1
29	1
30	1
31	1
32	2
33	2
34	2
35	1
36	2
37	2
38	1
39	2
40	2
41	1
42	1
43	1
44	2
45	2
46	1
47	2
48	1
49	2
50	1
51	1
52	2
53	1
54	2
55	1
56	2
57	1
58	1
59	2
60	1
61	1
62	1
63	1
64	2
65	1
66	1
67	1
68	2
69	2
70	1
71	2
72	2
73	2
74	1
75	2
76	2
77	1
78	2
79	2
80	2
81	2
82	2
83	2
84	1
85	1
86	1
87	1
88	1
89	1
90	2
91	1
92	1
93	1
94	2
95	1
96	1
97	2
98	2
99	2
100	1
101	1
102	1
103	1
104	2
105	1
106	1
107	2
108	1
109	1
110	2
111	2
112	1
113	2
114	2
115	2
116	1
117	2
118	2
119	2
120	2
121	1
122	1
123	2
124	1
125	2
126	1
127	2
128	2
129	2
130	2
131	2
132	2
133	2
134	1
135	2
136	1
137	1
138	2
139	1
140	2
141	2
142	2
143	1
144	2
145	2
146	1
147	2
148	2
149	2
150	2
151	2
152	1
153	1
154	1
155	1
156	2
157	2
158	2
159	2
160	1
161	2
162	1
163	1
164	1
165	2
166	1
167	2
168	1
169	1
170	2
171	1
172	2
173	1
174	1
175	2
176	1
177	2
178	2
179	1
180	2
181	2
182	2
183	2
184	2
185	1
186	2
187	1
188	1
189	2
190	2
191	2
192	2
193	1
194	2
195	2
196	2
197	1
198	1
199	2
200	1
201	1
202	2
203	1
204	2
205	1
206	2
207	1
208	1
209	1
210	1
211	1
212	1
213	2
214	2
215	2
216	1
217	1
218	1
219	2
220	1
221	2
222	2
223	1
224	1
225	2
226	1
227	1
228	2
229	1
230	2
231	2
232	2
233	2
234	2
235	2
236	1
237	1
238	1
239	2
240	2
241	1
242	2
243	2
244	1
245	2
246	2
247	2
248	1
249	1
250	1
251	2
252	2
253	2
254	1
255	1
256	1
257	2
258	1
259	2
260	1
261	1
262	2
263	2
264	2
265	2
266	2
267	1
268	2
269	2
270	1
271	2
272	1
273	2
274	2
275	1
276	1
277	1
278	1
279	2
280	2
281	2
282	2
283	2
284	2
285	1
286	1
287	1
288	1
289	2
290	2
291	1
292	1
293	1
294	1
295	1
296	1
297	2
298	1
299	1
300	1
301	2
302	2
303	2
304	2
305	2
306	2
307	2
308	1
309	1
310	1
311	2
312	2
313	2
314	1
315	2
316	2
317	2
318	1
319	2
320	1
321	2
322	1
323	2
324	2
325	1
326	2
327	2
328	2
329	2
330	2
331	1
332	1
333	1
334	2
335	2
336	2
337	1
338	1
339	1
340	1
341	1
342	1
343	2
344	2
345	1
346	2
347	1
348	2
349	2
350	1
351	2
352	2
353	1
354	2
355	2
356	2
357	2
358	2
359	2
360	1
361	2
362	1
363	2
364	2
365	1
366	1
367	1
368	2
369	2
370	2
371	1
372	2
373	2
374	2
375	1
376	1
377	2
378	1
379	1
380	1
381	1
382	2
383	1
384	1
385	1
386	1
387	1
388	2
389	2
390	1
391	2
392	1
393	1
394	1
395	2
396	2
397	2
398	2
399	1
400	2
401	1
402	2
403	1
404	2
405	2
406	1
407	2
408	2
409	1
410	2
411	2
412	2
413	2
414	1
415	1
416	1
417	2
418	1
419	1
420	1
421	1
422	1
423	2
424	1
425	1
426	2
427	2
428	2
429	1
430	2
431	2
432	1
433	1
434	1
435	2
436	1
437	2
438	1
439	1
440	2
441	2
442	1
443	2
444	1
445	1
446	1
447	2
448	1
449	2
450	2
451	2
452	1
453	1
454	1
455	1
456	1
457	2
458	1
459	2
460	1
461	1
462	2
463	2
464	2
465	1
466	1
467	1
468	1
469	2
470	2
471	1
472	2
473	1
474	1
475	2
476	1
477	1
478	1
479	1
480	1
481	1
482	2
483	2
484	1
485	2
486	1
487	2
488	1
489	2
490	1
491	1
492	2
493	1
494	2
495	1
496	2
497	1
498	1
499	2
500	2
501	2
502	2
503	1
504	1
505	1
506	2
507	1
508	1
509	1
510	2
511	1
512	2
513	1
514	1
515	2
516	2
517	1
518	2
519	1
520	1
521	2
522	1
523	2
524	1
525	1
526	2
527	2
528	2
529	1
530	2
531	1
532	2
533	1
534	2
535	1
536	1
537	1
538	1
539	2
540	2
541	1
542	1
543	2
544	1
545	2
546	1
547	2
548	1
549	1
550	2
551	1
552	1
553	2
554	1
555	2
556	2
557	2
558	2
559	1
560	2
561	2
562	2
563	1
564	1
565	1
566	2
567	2
568	2
569	2
570	1
571	2
572	2
573	2
574	1
575	2
576	2
577	1
578	1
579	1
580	2
581	2
582	1
583	2
584	2
585	2
586	2
587	1
588	1
589	2
590	2
591	1
592	2
593	2
594	1
595	1
596	1
597	1
598	1
599	1
600	2
601	2
602	2
603	2
